feedback_id,feedback_date,source,product_area,product_name,rating_score,sentiment_score,nps_score,linked_case_id,verbatim_text
FB000166,2025-07-10,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,2,-0.38,,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Doorbell Pro.
FB000167,2025-07-21,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,4,0.8,3.0,JNL005210,The Subscription & Cloud experience is much better after the latest update.
FB000168,2025-07-05,Post-Contact Survey,Account & Billing,Jonly Cam Outdoor,2,-0.95,10.0,JNL002848,Still having issues with the Account & Billing despite multiple contacts with Jonly support.
FB000169,2025-07-01,Play Store Review,Account & Billing,Jonly Cam Outdoor,3,0.13,,,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB000170,2025-07-04,App Store Review,Camera Hardware,Jonly Cam Indoor,2,-0.84,,JNL002094,My Jonly Cam Indoor from Jonly keeps going offline and support hasn’t fully resolved it.
FB000171,2025-05-02,Community,Setup & Onboarding,Jonly Secure Subscription,3,0.08,5.0,JNL000693,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000172,2025-07-23,Play Store Review,Camera Hardware,Jonly Cam Outdoor,3,0.14,,,"Mixed feelings about my Jonly Cam Outdoor so far, some features are good and some are frustrating."
FB000173,2025-05-19,Retailer Review,Floodlight & Outdoor,Jonly Floodlight Max,4,1.0,,JNL002401,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000174,2025-05-21,In-App Survey,Floodlight & Outdoor,Jonly Floodlight Max,3,0.18,10.0,JNL001291,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB000175,2025-06-25,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,2,-0.53,9.0,JNL002157,Billing for my Jonly subscription is confusing and feels unreliable.
FB000176,2025-05-13,Post-Contact Survey,Account & Billing,Jonly Cam Outdoor,4,-0.05,5.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000177,2025-07-29,In-App Survey,Camera Hardware,Jonly Cam Indoor,4,0.54,9.0,JNL002536,The Camera Hardware experience is much better after the latest update.
FB000178,2025-06-11,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,4,0.45,9.0,JNL000009,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000179,2025-05-02,In-App Survey,Setup & Onboarding,Jonly Hub Mini,2,-0.73,3.0,JNL003889,Billing for my Jonly subscription is confusing and feels unreliable.
FB000180,2025-07-19,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,2,-0.38,5.0,JNL001647,The Jonly app is slow and keeps freezing when I check live view on my Jonly Secure Subscription.
FB000181,2025-05-05,Retailer Review,Doorbell & Entry,Jonly Doorbell Pro,5,0.61,,JNL000041,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB000182,2025-06-01,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,4,1.0,3.0,JNL000736,The Doorbell & Entry experience is much better after the latest update.
FB000183,2025-05-19,Post-Contact Survey,Account & Billing,Jonly Secure Subscription,4,-0.53,7.0,JNL000342,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB000184,2025-07-20,Community,Mobile App,Jonly Hub Plus,2,-0.11,3.0,JNL002493,The Jonly app is slow and keeps freezing when I check live view on my Jonly Hub Plus.
FB000185,2025-06-23,Social,Camera Hardware,Jonly Cam Indoor,3,0.46,9.0,JNL004336,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000186,2025-07-03,App Store Review,Setup & Onboarding,Jonly Hub Mini,3,-0.19,,,"Mixed feelings about my Jonly Hub Mini so far, some features are good and some are frustrating."
FB000187,2025-05-29,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,4,-0.04,3.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000188,2025-05-12,Post-Contact Survey,Camera Hardware,Jonly Cam Indoor,4,0.31,0.0,JNL005069,The Camera Hardware experience is much better after the latest update.
FB000189,2025-06-21,In-App Survey,Subscription & Cloud,Jonly Secure Subscription,5,0.75,7.0,JNL004203,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB000190,2025-06-06,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,3,0.91,5.0,,The overall Jonly experience is okay but there is room for improvement in the Doorbell & Entry.
FB000191,2025-07-28,Social,Doorbell & Entry,Jonly Doorbell Pro,3,-0.05,5.0,,The overall Jonly experience is okay but there is room for improvement in the Doorbell & Entry.
FB000192,2025-07-04,App Store Review,Account & Billing,Jonly Floodlight Max,4,1.0,,,The Account & Billing experience is much better after the latest update.
FB000193,2025-05-11,App Store Review,Floodlight & Outdoor,Jonly Floodlight Max,5,0.74,,JNL000343,The Floodlight & Outdoor experience is much better after the latest update.
FB000194,2025-05-02,Social,Subscription & Cloud,Jonly Secure Subscription,1,-0.79,9.0,JNL000860,My Jonly Secure Subscription from Jonly keeps going offline and support hasn’t fully resolved it.
FB000195,2025-07-20,In-App Survey,Mobile App,Jonly Floodlight Max,5,1.0,3.0,,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000196,2025-07-28,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,5,0.79,5.0,JNL005131,The Doorbell & Entry experience is much better after the latest update.
FB000197,2025-07-10,App Store Review,Account & Billing,Jonly Secure Subscription,5,1.0,,JNL000028,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB000198,2025-05-19,Post-Contact Survey,Camera Hardware,Jonly Cam Outdoor,2,-1.0,5.0,,Still having issues with the Camera Hardware despite multiple contacts with Jonly support.
FB000199,2025-05-04,Play Store Review,Account & Billing,Jonly Doorbell Pro,3,-0.05,,,The overall Jonly experience is okay but there is room for improvement in the Account & Billing.
FB000200,2025-06-09,Community,Subscription & Cloud,Jonly Secure Subscription,5,1.0,5.0,,The video quality on my Jonly Secure Subscription is excellent and notifications are reliable.
FB000201,2025-06-01,Post-Contact Survey,Account & Billing,Jonly Cam Indoor,5,1.0,9.0,JNL000610,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000202,2025-07-02,In-App Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,5.0,JNL001682,The Floodlight & Outdoor experience is much better after the latest update.
FB000203,2025-05-11,App Store Review,Camera Hardware,Jonly Cam Indoor,2,0.26,,,My Jonly Cam Indoor from Jonly keeps going offline and support hasn’t fully resolved it.
FB000204,2025-06-28,Community,Doorbell & Entry,Jonly Doorbell Pro,1,-1.0,3.0,JNL003134,Still having issues with the Doorbell & Entry despite multiple contacts with Jonly support.
FB000205,2025-06-12,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,4,0.73,10.0,JNL002354,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB000206,2025-05-26,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,,JNL005266,The Floodlight & Outdoor experience is much better after the latest update.
FB000207,2025-06-06,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,1.0,7.0,JNL001208,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000208,2025-06-02,Social,Setup & Onboarding,Jonly Floodlight Max,3,-0.69,5.0,JNL002494,The overall Jonly experience is okay but there is room for improvement in the Setup & Onboarding.
FB000209,2025-06-08,Retailer Review,Subscription & Cloud,Jonly Secure Subscription,3,0.31,,JNL000497,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000210,2025-07-16,Post-Contact Survey,Setup & Onboarding,Jonly Secure Subscription,5,1.0,5.0,JNL000816,The Setup & Onboarding experience is much better after the latest update.
FB000211,2025-06-03,Post-Contact Survey,Mobile App,Jonly Doorbell Pro,5,1.0,10.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000212,2025-06-10,App Store Review,Subscription & Cloud,Jonly Secure Subscription,3,0.64,,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000213,2025-07-21,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,5,0.93,9.0,JNL003821,"Very happy with my Jonly Floodlight Max from Jonly, everything works smoothly."
FB000214,2025-07-26,Play Store Review,Camera Hardware,Jonly Cam Outdoor,5,1.0,,,The Camera Hardware experience is much better after the latest update.
FB000215,2025-05-19,Play Store Review,Setup & Onboarding,Jonly Doorbell Pro,5,1.0,,JNL000704,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000216,2025-07-10,In-App Survey,Mobile App,Jonly Cam Indoor,4,1.0,3.0,JNL003760,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB000217,2025-05-13,Post-Contact Survey,Account & Billing,Jonly Hub Mini,5,1.0,0.0,,The video quality on my Jonly Hub Mini is excellent and notifications are reliable.
FB000218,2025-07-04,App Store Review,Mobile App,Jonly Cam Outdoor,4,0.73,,,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
FB000219,2025-07-11,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,3.0,JNL001727,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB000220,2025-05-26,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,3,0.01,,JNL001162,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB000221,2025-07-25,Post-Contact Survey,Mobile App,Jonly Cam Outdoor,1,-1.0,9.0,,The Jonly app is slow and keeps freezing when I check live view on my Jonly Cam Outdoor.
FB000222,2025-05-28,Play Store Review,Account & Billing,Jonly Doorbell Pro,4,0.41,,JNL005175,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000223,2025-07-21,Social,Doorbell & Entry,Jonly Doorbell Pro,4,0.3,9.0,,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000224,2025-05-25,In-App Survey,Camera Hardware,Jonly Cam Indoor,4,0.45,5.0,JNL003983,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB000225,2025-05-29,Post-Contact Survey,Account & Billing,Jonly Hub Mini,2,-0.08,7.0,JNL000030,My Jonly Hub Mini from Jonly keeps going offline and support hasn’t fully resolved it.
FB000226,2025-07-03,In-App Survey,Mobile App,Jonly Cam Indoor,4,0.72,3.0,,The video quality on my Jonly Cam Indoor is excellent and notifications are reliable.
FB000227,2025-06-27,Post-Contact Survey,Floodlight & Outdoor,Jonly Floodlight Max,3,0.7,7.0,JNL001153,"Mixed feelings about my Jonly Floodlight Max so far, some features are good and some are frustrating."
FB000228,2025-07-27,Play Store Review,Setup & Onboarding,Jonly Doorbell Pro,5,0.21,,JNL002590,"Very happy with my Jonly Doorbell Pro from Jonly, everything works smoothly."
FB000229,2025-06-08,Community,Floodlight & Outdoor,Jonly Floodlight Max,1,-0.95,5.0,,Still having issues with the Floodlight & Outdoor despite multiple contacts with Jonly support.
FB000230,2025-05-02,Play Store Review,Account & Billing,Jonly Hub Mini,2,-0.45,,JNL002772,My Jonly Hub Mini from Jonly keeps going offline and support hasn’t fully resolved it.
FB000231,2025-07-30,Post-Contact Survey,Subscription & Cloud,Jonly Secure Subscription,5,0.53,9.0,JNL001604,"Very happy with my Jonly Secure Subscription from Jonly, everything works smoothly."
FB000232,2025-05-24,Play Store Review,Setup & Onboarding,Jonly Floodlight Max,1,-1.0,,,Billing for my Jonly subscription is confusing and feels unreliable.
FB000233,2025-05-29,Play Store Review,Floodlight & Outdoor,Jonly Floodlight Max,4,0.6,,JNL000533,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB000234,2025-05-20,In-App Survey,Account & Billing,Jonly Cam Indoor,5,0.53,3.0,JNL004827,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB000235,2025-06-26,Post-Contact Survey,Setup & Onboarding,Jonly Secure Subscription,3,0.47,3.0,JNL003507,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000236,2025-05-16,Social,Subscription & Cloud,Jonly Secure Subscription,3,-0.07,7.0,,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000237,2025-07-29,Social,Camera Hardware,Jonly Cam Indoor,5,0.66,3.0,JNL005423,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000238,2025-07-24,App Store Review,Setup & Onboarding,Jonly Hub Mini,1,-1.0,,JNL001220,The Jonly app is slow and keeps freezing when I check live view on my Jonly Hub Mini.
FB000239,2025-06-11,App Store Review,Doorbell & Entry,Jonly Doorbell Pro,4,0.08,,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000240,2025-06-30,App Store Review,Account & Billing,Jonly Secure Subscription,3,-0.2,,JNL001556,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000241,2025-07-11,Play Store Review,Account & Billing,Jonly Cam Outdoor,5,0.73,,,The video quality on my Jonly Cam Outdoor is excellent and notifications are reliable.
FB000242,2025-07-14,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,1.0,9.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000243,2025-06-25,Post-Contact Survey,Mobile App,Jonly Cam Outdoor,4,0.07,5.0,,The Mobile App experience is much better after the latest update.
FB000244,2025-07-25,Retailer Review,Camera Hardware,Jonly Cam Indoor,4,-0.03,,,"Very happy with my Jonly Cam Indoor from Jonly, everything works smoothly."
FB000245,2025-05-30,In-App Survey,Doorbell & Entry,Jonly Doorbell Pro,5,0.95,5.0,,The video quality on my Jonly Doorbell Pro is excellent and notifications are reliable.
FB000246,2025-05-13,Post-Contact Survey,Setup & Onboarding,Jonly Secure Subscription,3,0.08,3.0,JNL001136,"Mixed feelings about my Jonly Secure Subscription so far, some features are good and some are frustrating."
FB000247,2025-06-30,Post-Contact Survey,Doorbell & Entry,Jonly Doorbell Pro,5,-0.0,9.0,JNL004507,The Doorbell & Entry experience is much better after the latest update.
FB000248,2025-05-30,Play Store Review,Account & Billing,Jonly Hub Mini,5,1.0,,JNL003399,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000249,2025-07-01,Social,Doorbell & Entry,Jonly Doorbell Pro,3,0.21,10.0,JNL002096,"Mixed feelings about my Jonly Doorbell Pro so far, some features are good and some are frustrating."
FB000250,2025-07-26,Post-Contact Survey,Setup & Onboarding,Jonly Floodlight Max,4,0.68,10.0,JNL001956,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000251,2025-05-02,Post-Contact Survey,Setup & Onboarding,Jonly Floodlight Max,4,0.67,5.0,JNL005480,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB000252,2025-07-15,Social,Camera Hardware,Jonly Cam Indoor,3,0.08,3.0,JNL005270,The overall Jonly experience is okay but there is room for improvement in the Camera Hardware.
FB000253,2025-05-24,Community,Floodlight & Outdoor,Jonly Floodlight Max,4,0.92,9.0,JNL004101,The video quality on my Jonly Floodlight Max is excellent and notifications are reliable.
FB000254,2025-07-27,In-App Survey,Account & Billing,Jonly Cam Indoor,5,0.96,7.0,JNL003711,Customer care resolved my issue quickly and the Jonly app feels great now.
FB000255,2025-05-30,Community,Mobile App,Jonly Hub Plus,4,0.68,10.0,,The video quality on my Jonly Hub Plus is excellent and notifications are reliable.
